"Name","Match","EXTRACT","New","Revision","Ticker","Obsolete Date","Obsolete Month","Obsolete Year","Obsolete Type","US Category Group","Firm Name","Inception Date","Inception Month","Inception Year","Net Assets Date","Net Assets - Share Class USD","Share Class Type","Index Fund","Estimated Share Class Net Flow (Yearly) Year2015 USD","Estimated Share Class Net Flow (Yearly) Year2016 USD","Estimated Share Class Net Flow (Yearly) Year2017 USD","Estimated Share Class Net Flow (Yearly) Year2018 USD","Estimated Share Class Net Flow (Yearly) Year2019 USD","Annual Report Net Expense Ratio Year2015","Annual Report Net Expense Ratio Year2016","Annual Report Net Expense Ratio Year2017","Annual Report Net Expense Ratio Year2018","Annual Report Net Expense Ratio Year2019","Inception Date...4","Inception Date...8","Same_Year"
"Two Oaks Diversified Growth & Income C",TRUE," C","C","C",NA,2017-05-19,5,2017,"Merged","Allocation","Two Oaks",2012-09-27,9,2012,2017-05-19,2451798,"C","No",700383.924,-273496.975,NA,NA,NA,2.49,2.5,2.5,NA,NA,NA,NA,NA
"UBS Asset Growth A",TRUE," A","A","A",NA,2016-06-09,6,2016,"Liquidated","Allocation","UBS",2007-07-26,7,2007,2016-06-09,6961527,"A","No",-2222778.959,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA
"UBS Asset Growth A Load Waived",TRUE," A Load Waived","A","A",NA,2016-06-09,6,2016,"Liquidated","Allocation","UBS",2007-07-26,7,2007,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA
"UBS Asset Growth C",TRUE," C","C","C",NA,2016-06-09,6,2016,"Liquidated","Allocation","UBS",2007-07-26,7,2007,2016-06-09,2607450,"C","No",-339755.07,NA,NA,NA,NA,2.15,NA,NA,NA,NA,NA,NA,NA
"UBS Asset Growth P",TRUE," P","P","P",NA,2016-06-09,6,2016,"Liquidated","Allocation","UBS",2007-07-26,7,2007,2016-06-09,2906574,"Inst","No",-161521.799,NA,NA,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA
"UBS Core Plus Bond A",TRUE," A","A","A",NA,2016-12-30,12,2016,"Liquidated","Taxable Bond","UBS",1997-06-30,6,1997,2016-12-30,1936622,"A","No",2688748.925,-5195287.545,NA,NA,NA,0.64,0.64,NA,NA,NA,NA,NA,NA
"UBS Core Plus Bond A Load Waived",TRUE," A Load Waived","A","A",NA,2016-11-30,11,2016,"Liquidated","Taxable Bond","UBS",1997-06-30,6,1997,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.64,0.64,NA,NA,NA,NA,NA,NA
"UBS Core Plus Bond C",TRUE," C","C","C",NA,2016-12-30,12,2016,"Liquidated","Taxable Bond","UBS",2001-11-08,11,2001,2016-12-30,770569,"C","No",-199889.307,-1226048.514,NA,NA,NA,1.14,1.14,NA,NA,NA,NA,NA,NA
"UBS Core Plus Bond P",TRUE," P","P","P",NA,2016-12-30,12,2016,"Liquidated","Taxable Bond","UBS",1995-08-31,8,1995,2016-12-30,27600285,"Inst","No",1213372.65,-28702368.858,NA,NA,NA,0.39,0.39,NA,NA,NA,NA,NA,NA
"UBS Dynamic Alpha A Load Waived",TRUE," A Load Waived","A","A","BNAAX.lw",2016-11-30,11,2016,"Liquidated","Alternative","UBS Asset Management",2005-01-27,1,2005,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.35,1.35,NA,NA,NA,NA,NA,NA
"UBS Dynamic Alpha C",TRUE," C","C","C",NA,2018-10-12,10,2018,"Liquidated","Alternative","UBS Asset Management",2005-01-27,1,2005,2018-10-12,10825620,"C","No",-10782722.839,-11853822.49,-5972696.24,NA,NA,2.1,2.1,2.1,2.1,NA,NA,NA,NA
"UBS Emerging Markets Debt A",TRUE," A","A","A","EMFAX",2015-02-24,2,2015,"Liquidated","Taxable Bond","UBS",2012-07-23,7,2012,2015-01-30,49771,"A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UBS Emerging Markets Debt A Load Waived",TRUE," A Load Waived","A","A","EMFAX.lw",2015-02-24,2,2015,"Liquidated","Taxable Bond","UBS",2012-07-23,7,2012,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UBS Emerging Markets Debt C",TRUE," C","C","C","EMFCX",2015-01-16,1,2015,"Liquidated","Taxable Bond","UBS",2012-07-23,7,2012,2014-12-31,18708,"C","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UBS Emerging Markets Debt P",TRUE," P","P","P","EMFYX",2015-02-24,2,2015,"Liquidated","Taxable Bond","UBS",2012-07-23,7,2012,2015-01-30,20111841,"Inst","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UBS Equity Long-Short Multi-Strateg A LW",TRUE," A LW","A","A","BMNAX.lw",2015-09-24,9,2015,"Liquidated","Alternative","UBS Asset Management",2010-06-30,6,2010,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA
"UBS Equity Long-Short Multi-Strategy A",TRUE," A","A","A","BMNAX",2015-09-24,9,2015,"Liquidated","Alternative","UBS Asset Management",2010-06-30,6,2010,2015-09-24,436655,"A","No",NA,NA,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA
"UBS Equity Long-Short Multi-Strategy C",TRUE," C","C","C","BMNCX",2015-09-24,9,2015,"Liquidated","Alternative","UBS Asset Management",2010-06-30,6,2010,2015-09-24,425496,"C","No",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA
"UBS Equity Long-Short Multi-Strategy P",TRUE," P","P","P","BMNYX",2015-09-24,9,2015,"Liquidated","Alternative","UBS Asset Management",2010-06-30,6,2010,2015-09-24,16187112,"Inst","No",NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"UBS Fixed Income Opportunities A",TRUE," A","A","A",NA,2016-06-16,6,2016,"Liquidated","Taxable Bond","UBS",2010-11-29,11,2010,2016-06-16,2638717,"A","No",-1665058.171,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA
"UBS Fixed Income Opportunities A LW",TRUE," A LW","A","A",NA,2016-06-16,6,2016,"Liquidated","Taxable Bond","UBS",2010-11-29,11,2010,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA
"UBS Fixed Income Opportunities C",TRUE," C","C","C",NA,2016-06-16,6,2016,"Liquidated","Taxable Bond","UBS",2010-11-29,11,2010,2016-06-16,1518433,"C","No",-1879083.819,NA,NA,NA,NA,1.45,NA,NA,NA,NA,NA,NA,NA
"UBS Fixed Income Opportunities P",TRUE," P","P","P",NA,2016-06-16,6,2016,"Liquidated","Taxable Bond","UBS",2010-11-29,11,2010,2016-06-16,3121675,"Inst","No",-12435292.884,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"UBS Global Allocation A Load Waived",TRUE," A Load Waived","A","A","BNGLX.lw",2016-11-30,11,2016,"Liquidated","Allocation","UBS Asset Management",1997-06-30,6,1997,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.32,1.35,NA,NA,NA,NA,NA,NA
"UBS Global Allocation C",TRUE," C","C","C",NA,2018-10-12,10,2018,"Liquidated","Allocation","UBS Asset Management",2001-11-22,11,2001,2018-10-12,77539563,"C","No",-23668011.131,-32108456.218,-16791660.32,NA,NA,2.1,2.1,2.01,1.95,NA,NA,NA,NA
"UBS International Sustainable Equit A LW",TRUE," A LW","A","A","BNIEX.lw",2016-11-30,11,2016,"Liquidated","International Equity","UBS Asset Management",1997-06-30,6,1997,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.25,1.25,NA,NA,NA,NA,NA,NA
"UBS International Sustainable Equity C",TRUE," C","C","C",NA,2018-10-12,10,2018,"Liquidated","International Equity","UBS Asset Management",2002-01-25,1,2002,2018-10-15,610,"C","No",1022449.741,-361474.334,47555.571,NA,NA,2,2,2,2,NA,NA,NA,NA
"UBS Multi-Asset Income A",TRUE," A","A","A",NA,2015-12-03,12,2015,"Liquidated","Allocation","UBS",2012-04-25,4,2012,2015-12-03,1756951,"A","No",-2942652.91,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA
"UBS Multi-Asset Income A Load Waived",TRUE," A Load Waived","A","A",NA,2015-12-03,12,2015,"Liquidated","Allocation","UBS",2012-04-25,4,2012,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA
"UBS Multi-Asset Income C",TRUE," C","C","C",NA,2015-12-03,12,2015,"Liquidated","Allocation","UBS",2012-04-25,4,2012,2015-12-03,3227655,"C","No",-6655725.604,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA
"UBS Multi-Asset Income P",TRUE," P","P","P",NA,2015-12-03,12,2015,"Liquidated","Allocation","UBS",2012-04-25,4,2012,2015-12-03,1867544,"Inst","No",-10141853.968,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"UBS Municipal Bond A Load Waived",TRUE," A Load Waived","A","A","UMBAX.lw",2016-11-30,11,2016,"Liquidated","Municipal Bond","UBS Asset Management",2014-11-10,11,2014,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.65,0.65,NA,NA,NA,NA,NA,NA
"UBS Municipal Bond C",TRUE," C","C","C",NA,2018-10-12,10,2018,"Liquidated","Municipal Bond","UBS Asset Management",2014-11-10,11,2014,2018-10-15,0,"C","No",3163350.15,2409554.901,-1114232.745,NA,NA,1.14,1.15,1.15,1.15,NA,NA,NA,NA
"UBS Total Return Bond A Load Waived",TRUE," A Load Waived","A","A","UTBAX.lw",2016-11-30,11,2016,"Liquidated","Taxable Bond","UBS Asset Management",2016-09-29,9,2016,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-09-29,2016-09-29,1
"UBS Total Return Bond C",TRUE," C","C","C",NA,2018-10-12,10,2018,"Liquidated","Taxable Bond","UBS Asset Management",2016-09-29,9,2016,2018-10-12,62514,"C","No",NA,87523.617,-44826.224,NA,NA,NA,NA,1.25,1.25,NA,2016-09-29,2016-09-29,0
"UBS US Allocation A Load Waived",TRUE," A Load Waived","A","A","PWTAX.lw",2016-11-30,11,2016,"Liquidated","Allocation","UBS Asset Management",1993-05-10,5,1993,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.99,1.02,NA,NA,NA,NA,NA,NA
"UBS US Allocation C",TRUE," C","C","C",NA,2018-10-12,10,2018,"Liquidated","Allocation","UBS Asset Management",1992-07-22,7,1992,2018-10-12,53148228,"C","No",-6004636.989,-11875856.62,-5626714.095,NA,NA,1.75,1.77,1.76,1.65,NA,NA,NA,NA
"UBS US Defensive Equity A",TRUE," A","A","A",NA,2015-12-03,12,2015,"Liquidated","U.S. Equity","UBS",2006-09-26,9,2006,2015-12-03,7643076,"A","No",-8977127.923,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"UBS US Defensive Equity A Load Waived",TRUE," A Load Waived","A","A",NA,2015-12-03,12,2015,"Liquidated","U.S. Equity","UBS",2006-09-26,9,2006,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"UBS US Defensive Equity C",TRUE," C","C","C",NA,2015-12-03,12,2015,"Liquidated","U.S. Equity","UBS",2006-09-26,9,2006,2015-12-03,1993099,"C","No",-2113214.418,NA,NA,NA,NA,2.25,NA,NA,NA,NA,NA,NA,NA
"UBS US Defensive Equity P",TRUE," P","P","P",NA,2015-12-03,12,2015,"Liquidated","U.S. Equity","UBS",2006-09-26,9,2006,2015-12-03,3643324,"Inst","No",-4037861.007,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"UBS US Equity Opportunity A",TRUE," A","A","A",NA,2016-03-16,3,2016,"Liquidated","U.S. Equity","UBS",2001-12-07,12,2001,2016-03-16,24345388,"A","No",-3087562.918,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA
"UBS US Equity Opportunity A Load Waived",TRUE," A Load Waived","A","A",NA,2016-03-16,3,2016,"Liquidated","U.S. Equity","UBS",2001-12-07,12,2001,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA
"UBS US Equity Opportunity C",TRUE," C","C","C",NA,2016-03-16,3,2016,"Liquidated","U.S. Equity","UBS",2001-12-12,12,2001,2016-03-16,2488684,"C","No",-483910.509,NA,NA,NA,NA,1.95,NA,NA,NA,NA,NA,NA,NA
"UBS US Equity Opportunity P",TRUE," P","P","P",NA,2016-03-16,3,2016,"Liquidated","U.S. Equity","UBS",2001-06-29,6,2001,2016-03-16,827379,"Inst","No",-134094.806,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA
"UBS US Large Cap Equity A Load Waived",TRUE," A Load Waived","A","A","BNEQX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","UBS Asset Management",1997-06-30,6,1997,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.2,1.13,NA,NA,NA,NA,NA,NA
"UBS US Small Cap Growth A Load Waived",TRUE," A Load Waived","A","A","BNSCX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","UBS Asset Management",1998-12-31,12,1998,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.35,1.24,NA,NA,NA,NA,NA,NA
"UBS US Small Cap Growth C",TRUE," C","C","C",NA,2018-10-12,10,2018,"Liquidated","U.S. Equity","UBS Asset Management",2001-11-19,11,2001,2018-10-12,2834866,"C","No",1623604.274,-1250211.314,-873627.901,NA,NA,2.1,1.99,1.99,1.99,NA,NA,NA,NA
"UBS US Sustainable Equity C",TRUE," C","C","C",NA,2018-10-12,10,2018,"Liquidated","U.S. Equity","UBS Asset Management",2001-11-13,11,2001,2018-10-12,1535107,"C","No",-129106.913,-264778.31,-534115.428,NA,NA,1.95,1.88,1.7,1.7,NA,NA,NA,NA
"Ultra Short Prime",TRUE," Prime","Prime","Prime",NA,2018-11-13,11,2018,"Liquidated","Taxable Bond","Nottingham",2016-11-16,11,2016,2018-11-13,101939,"Other","No",NA,44994155.784,NA,NA,NA,NA,NA,0.164,NA,NA,2016-11-16,2016-11-16,0
"Ultrashort Duration Bond",TRUE," Bond","Bond","Bond",NA,2017-08-30,8,2017,"Liquidated","Taxable Bond","Plan Investment Fund",2012-03-06,3,2012,2017-08-30,4733626,"Other","No",279125964.278,-367528440.493,NA,NA,NA,0.36,0.35,NA,NA,NA,NA,NA,NA
"Ultrashort Duration Government",TRUE," Government","Government","Government",NA,2017-08-22,8,2017,"Liquidated","Taxable Bond","Plan Investment Fund",2012-03-07,3,2012,2017-08-22,8445,"Other","No",-33000881.411,-4701324.507,NA,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA
"Undiscovered Managers Behavioral Va A LW",TRUE," A LW","A","A","UBVAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","JPMorgan",2004-06-04,6,2004,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.29,1.29,NA,NA,NA,NA,NA,NA
"Undiscovered Mgrs Behavioral Value B",TRUE," B","B","B","UBVBX",2015-06-19,6,2015,"Liquidated","U.S. Equity","JPMorgan",2004-06-04,6,2004,2015-06-19,282870,"B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Union Street Partners Value A LW",TRUE," A LW","A","A","USPVX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","Union Street Partners",2010-12-30,12,2010,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA
"US Global Investors Global Res Instl",TRUE," Instl","Instl","Instl",NA,2019-06-14,6,2019,"Liquidated","Sector Equity","U.S. Global Investors",2010-03-01,3,2010,2019-06-14,161566,"Inst","No",-4829940.323,-1052263.881,-542629.314,-208705.851,NA,0.74,1.36,1.1,1.08,NA,NA,NA,NA
"US Global Investors World Prec Mnral Ins",TRUE," Ins","Ins","Instl",NA,2019-06-14,6,2019,"Liquidated","Sector Equity","U.S. Global Investors",2010-03-01,3,2010,2019-06-14,1546525,"Inst","No",-64212.247,4546229.367,-708849.222,-357198.221,NA,1.2,1.27,1.3,0.83,NA,NA,NA,NA
"USA Mutuals Beating Beta A",TRUE," A","A","A",NA,2016-09-12,9,2016,"Liquidated","U.S. Equity","USA Mutuals",2015-12-30,12,2015,2016-09-09,1002,"A","No",989,NA,NA,NA,NA,NA,1.5,NA,NA,NA,2015-12-30,2015-12-30,0
"USA Mutuals Beating Beta A Load Waived",TRUE," A Load Waived","A","A",NA,2016-09-12,9,2016,"Liquidated","U.S. Equity","USA Mutuals",2015-12-30,12,2015,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,2015-12-30,2015-12-30,0
"USA Mutuals Beating Beta C",TRUE," C","C","C",NA,2016-09-12,9,2016,"Liquidated","U.S. Equity","USA Mutuals",2015-12-30,12,2015,2016-09-09,1018,"C","No",989,NA,NA,NA,NA,NA,2.25,NA,NA,NA,2015-12-30,2015-12-30,0
"USA Mutuals Beating Beta Institutional",TRUE," Institutional","Institutional","Instl",NA,2016-09-12,9,2016,"Liquidated","U.S. Equity","USA Mutuals",2015-12-30,12,2015,2016-09-09,197752,"Inst","No",194914,NA,NA,NA,NA,NA,1.25,NA,NA,NA,2015-12-30,2015-12-30,0
"USA Mutuals Beating Beta Investor",TRUE," Investor","Investor","Investor",NA,2016-09-12,9,2016,"Liquidated","U.S. Equity","USA Mutuals",2015-12-30,12,2015,2016-09-09,1002,"Inv","No",989,NA,NA,NA,NA,NA,1.5,NA,NA,NA,2015-12-30,2015-12-30,0
"USA Mutuals Dynamic Market Opp A LW",TRUE," A LW","A","A","DMOAX.lw",2016-11-30,11,2016,"Liquidated","Alternative","USA Mutuals",2015-12-30,12,2015,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-30,2015-12-30,0
"USA Mutuals Generation Wave Growth Inv",TRUE," Inv","Inv","Investor",NA,2016-09-29,9,2016,"Liquidated","Allocation","USA Mutuals",2001-06-21,6,2001,2016-09-29,1933402,"Inv","No",-1634916.325,NA,NA,NA,NA,1.75,1.75,NA,NA,NA,NA,NA,NA
"USA Mutuals Takeover Targets A",TRUE," A","A","A",NA,2016-09-29,9,2016,"Liquidated","U.S. Equity","USA Mutuals",2015-05-05,5,2015,2016-09-29,98,"A","No",1095.945,NA,NA,NA,NA,NA,1.5,NA,NA,NA,2015-05-05,2015-05-05,0
"USA Mutuals Takeover Targets A LW",TRUE," A LW","A","A",NA,2016-09-29,9,2016,"Liquidated","U.S. Equity","USA Mutuals",2015-05-05,5,2015,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,2015-05-05,2015-05-05,0
"USA Mutuals Takeover Targets C",TRUE," C","C","C",NA,2016-09-29,9,2016,"Liquidated","U.S. Equity","USA Mutuals",2015-05-05,5,2015,2016-09-29,97,"C","No",1094.194,NA,NA,NA,NA,NA,2.25,NA,NA,NA,2015-05-05,2015-05-05,0
"USA Mutuals Takeover Targets Instl",TRUE," Instl","Instl","Instl",NA,2016-09-29,9,2016,"Liquidated","U.S. Equity","USA Mutuals",2015-05-05,5,2015,2016-09-29,30214,"Inst","No",258346.406,NA,NA,NA,NA,NA,1.25,NA,NA,NA,2015-05-05,2015-05-05,0
"USA Mutuals Takeover Targets Investor",TRUE," Investor","Investor","Investor",NA,2016-09-29,9,2016,"Liquidated","U.S. Equity","USA Mutuals",2015-05-05,5,2015,2016-09-29,98,"Inv","No",1095.945,NA,NA,NA,NA,NA,1.5,NA,NA,NA,2015-05-05,2015-05-05,0
"USA Mutuals Vice A Load Waived",TRUE," A Load Waived","A","A","VICAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","USA Mutuals",2011-12-08,12,2011,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.44,1.48,NA,NA,NA,NA,NA,NA
"USA Mutuals/Carbon Beach Deep ValueInstl",TRUE," ValueInstl","ValueInstl","Instl",NA,2017-03-30,3,2017,"Liquidated","Alternative","USA Mutuals",2016-12-30,12,2016,2017-03-30,12406,"Inst","No",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-30,2016-12-30,0
"USA Mutuals/WaveFront Hdgd EMkts A",TRUE," A","A","A",NA,2016-09-29,9,2016,"Liquidated","International Equity","USA Mutuals",2015-10-02,10,2015,2016-09-29,305276,"A","No",62197.921,NA,NA,NA,NA,NA,1.75,NA,NA,NA,2015-10-02,2015-10-02,0
"USA Mutuals/WaveFront Hdgd EMkts A LW",TRUE," A LW","A","A",NA,2016-09-29,9,2016,"Liquidated","International Equity","USA Mutuals",2015-10-02,10,2015,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,1.75,NA,NA,NA,2015-10-02,2015-10-02,0
"USA Mutuals/WaveFront Hdgd EMkts C",TRUE," C","C","C",NA,2016-09-29,9,2016,"Liquidated","International Equity","USA Mutuals",2015-10-02,10,2015,2016-08-04,1051,"C","No",1058.812,NA,NA,NA,NA,NA,2.5,NA,NA,NA,2015-10-02,2015-10-02,0
"USA Mutuals/WaveFront Hdgd EMkts Instl",TRUE," Instl","Instl","Instl",NA,2016-09-29,9,2016,"Liquidated","International Equity","USA Mutuals",2015-10-02,10,2015,2016-09-29,150223,"Inst","No",2733135.144,NA,NA,NA,NA,NA,1.5,NA,NA,NA,2015-10-02,2015-10-02,0
"USA Mutuals/WaveFront Hdgd EMkts Inv",TRUE," Inv","Inv","Investor",NA,2016-09-29,9,2016,"Liquidated","International Equity","USA Mutuals",2015-10-02,10,2015,2016-09-29,9830,"Inv","No",1058.812,NA,NA,NA,NA,NA,1.75,NA,NA,NA,2015-10-02,2015-10-02,0
"USA Mutuals/WaveFrt Hdg Qntmtl Opps Inst",TRUE," Inst","Inst","Instl",NA,2019-03-29,3,2019,"Liquidated","Alternative","USA Mutuals",2017-10-16,10,2017,2019-03-29,5964262,"Inst","No",NA,NA,8392337.172,-739809.415,NA,NA,NA,NA,1.29,NA,2017-10-16,2017-10-16,0
"USAA First Start Growth",TRUE," Growth","Growth","Growth",NA,2018-06-22,6,2018,"Merged","Allocation","USAA",1997-08-01,8,1997,2018-06-22,440751844,"No Load","No",17574286.237,5815950.526,-5445984.388,NA,NA,1.38,1.38,1.38,NA,NA,NA,NA,NA
"USAA Flexible Income",TRUE," Income","Income","Income",NA,2018-08-17,8,2018,"Liquidated","Allocation","USAA",2013-07-12,7,2013,2018-08-17,17024225,"Other","No",-1525259.304,-11917209.049,-7151913.305,NA,NA,0.97,0.97,0.9,NA,NA,NA,NA,NA
"USAA Flexible Income Adviser",TRUE," Adviser","Adviser","Advisor",NA,2018-08-17,8,2018,"Liquidated","Allocation","USAA",2013-07-12,7,2013,2018-08-17,4209302,"Adv","No",-37931.071,-13648.477,-8443.545,NA,NA,1.19,1.15,1.15,NA,NA,NA,NA,NA
"USAA Flexible Income Institutional",TRUE," Institutional","Institutional","Instl",NA,2018-08-17,8,2018,"Liquidated","Allocation","USAA",2013-07-12,7,2013,2018-08-17,9530,"Inst","No",-67034879.051,-3292056.292,5351996.688,NA,NA,0.8,0.8,0.8,NA,NA,NA,NA,NA
"USAA Real Return",TRUE," Return","Return","Return",NA,2018-08-17,8,2018,"Liquidated","Allocation","USAA",2010-10-18,10,2010,2018-08-17,10919688,"No Load","No",-3499915.375,-46373679.716,-3721043.358,NA,NA,1.02,1,1,NA,NA,NA,NA,NA
"USAA Real Return Institutional",TRUE," Institutional","Institutional","Instl",NA,2018-08-17,8,2018,"Liquidated","Allocation","USAA",2010-10-18,10,2010,2018-08-17,26975,"Inst","No",-77675531.982,-233717430.512,-1226712.296,NA,NA,0.82,0.88,0.9,NA,NA,NA,NA,NA
"USAA Total Return Strategy",TRUE," Strategy","Strategy","Strategy",NA,2018-08-17,8,2018,"Liquidated","Allocation","USAA",2005-01-24,1,2005,2018-08-17,33631441,"No Load","No",-10803548.633,-8289599.636,-7233104.797,NA,NA,1.26,1.4,1.45,NA,NA,NA,NA,NA
"USAA Total Return Strategy Institutional",TRUE," Institutional","Institutional","Instl",NA,2018-08-17,8,2018,"Liquidated","Allocation","USAA",2013-07-15,7,2013,2018-08-17,45080,"Inst","No",-59307564.727,-13442262.522,-589220.93,NA,NA,0.98,1.02,1.05,NA,NA,NA,NA,NA
"USCF Commodity Strategy A",TRUE," A","A","A",NA,2019-03-21,3,2019,"Liquidated","Commodities","USCF Investments",2017-03-31,3,2017,2019-03-21,126842,"A","Yes",NA,NA,99989.978,30272.916,NA,NA,NA,1.3,1.3,NA,2017-03-31,2017-03-31,0
"USCF Commodity Strategy I",TRUE," I","I","Instl",NA,2019-03-21,3,2019,"Liquidated","Commodities","USCF Investments",2017-03-31,3,2017,2019-03-21,2412793,"Inst","Yes",NA,NA,NA,204302.988,NA,NA,NA,0.95,0.95,NA,2017-03-31,2017-03-31,0
"UTC North American",TRUE," American","American","American",NA,2018-12-20,12,2018,"Liquidated","Allocation","Chaconia Funds",1993-05-11,5,1993,2018-12-20,38141667,"No Load","No",1035242.203,465673.409,-344634.046,-42293105.474,NA,2.31,2.21,2,NA,NA,NA,NA,NA
"V2 Hedged Equity Institutional",TRUE," Institutional","Institutional","Instl","VVHIX",2015-05-07,5,2015,"Liquidated","Alternative","V2 Capital",2014-10-31,10,2014,2015-05-07,242144019,"Inst","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V2 Hedged Equity Investor",TRUE," Investor","Investor","Investor","VVHEX",2015-05-07,5,2015,"Liquidated","Alternative","V2 Capital",2014-10-31,10,2014,2015-05-07,100273,"Inv","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valley Forge",TRUE," Forge","Forge","Forge",NA,2016-05-27,5,2016,"Liquidated","U.S. Equity","Valley Forge",1972-03-15,3,1972,2016-05-27,4220248,"No Load","No",-3357861.062,NA,NA,NA,NA,2.21,NA,NA,NA,NA,NA,NA,NA
"Valspresso Green Zone Select™ Tacti A LW",TRUE," A LW","A","A",NA,2015-12-30,12,2015,"Liquidated","Allocation","Valspresso Funds",2015-07-17,7,2015,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,2015-07-17,2015-07-17,1
"Valspresso Green Zone Select™ Tactical A",TRUE," A","A","A",NA,2015-12-30,12,2015,"Liquidated","Allocation","Valspresso Funds",2015-07-17,7,2015,2015-12-30,238206,"A","No",2881.147,NA,NA,NA,NA,1.6,NA,NA,NA,NA,2015-07-17,2015-07-17,1
"Valspresso Green Zone Select™ Tactical I",TRUE," I","I","Instl",NA,2015-12-30,12,2015,"Liquidated","Allocation","Valspresso Funds",2015-07-17,7,2015,2015-12-30,20044,"Inst","No",8804.106,NA,NA,NA,NA,1.35,NA,NA,NA,NA,2015-07-17,2015-07-17,1
"Value Line Defensive Strat Instl{mg}",TRUE," Instl{mg}","Instl","Instl",NA,2016-06-10,6,2016,"Merged","Alternative","Value Line",2016-06-09,6,2016,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-09,2016-06-09,1
"VanEck CM Commodity Index A Load Waived",TRUE," A Load Waived","A","A","CMCAX.lw",2016-11-30,11,2016,"Liquidated","Commodities","VanEck",2010-12-31,12,2010,NA,NA,"Load Waived","Yes",NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA
